id	tekst
paevaleht19910505.2.28	<p>EESTI PIIGA</p><p>Lugejad saavad 25 Eesti Piiga kandidaadi hulgast valida oma lemmikud 10 kõige enam meeldinud neidu. Nende nimed saatke lahtistel postkaartidel aadressil: Tallinn 200001, Toompuiestee 4, """"Fortius"""", Eesti Piiga konkurss. Postkaarte oodatakse 15. maini k.a.</p><p>20. KAI M: 165-50-90/62/90 Olen selline nagu olen. Mul on 1,5 aastane poeg ja nii nagu kombeks olen abielus. Armastan neid, kes mind armastavad. Loodus on mulle palju andnud, peale fotogeensuse. Aga sellest hoolimata tahan saada Eesti Piigaks. Kui oleksin vampiir, siis ma teaks, kelle kõri kallale läheks.</p><p>21. AVE M: 168-51-84/63/92 Olen Skorpion, kes'pakatab uudishimust ja energiast. Naudin päikeseloojangut ja huvitavate inimeste seltskonda. Armastan sportida ja käsitööd tema Minu tulevikuplaanidest on lähim keskkooli lõpetamine, üle kõige hindan headust ja üksteisemõistmist. Vihkan halli keskpärasust. Kui ma oleksin vihm, siis peseksin kurbuse inimeste nägudelt.</p>
paevaleht19910505.2.29	
paevaleht19910505.2.29.1	<p>UUS VASTUVÕTT HAAPSALU SANATOORSESSE INTERNAATKOOLI Uusi õpilasi võetakse vastu I-XIII klassi järgmiste haigustega: perifeersete närvide ja seljaaju kahjustuste järgsed halvatused; sünnitrauma- ja ajupõletikujärgsed halvatused; lülisamba ja jäsemete kaasasündinud deformatsioonid. On taotletud, et kooli võetakse vastu ka neid lapsi, kel enda teenindamisega raskusi. Teatavasti on kool seni kohandatud õpilaste õpetamiseks ja raviks, kes end ise teenindavad. Kui koolil õnnestub saada täiendavat personali ja remondivõimalusi —kohandamaks kooli raskemalt haigetele, siis tehakse sel aastal katse võtta vastu grupp selliseid õpilasi. Kooli esitada 25. maiks järgmised dokumendid: * lapsevanema avaldus * väljavõte haigusloost * psühhiaatri tõend lapse vaimse arengu kohta * sünnitunnistus * koolis käivatel lastel klassitunnistus * ja pedagoogiline iseloomustus. Lapsevanemal on oluline ilmuda komisjoni koos lapsega. Komisjon töötab kooli ruumes Suur-Mere 17 4. juunil algusega kell 9. Teateid ja informatsiooni on võimalik saada telefonidel 45-337 (arst) ja 45-339 (kantselei). Rõhutame teile, et praegu ei ole kohapeal reaalseid võimalusi laste raviks, milliseid käesoleval ajal omab kool. Mida varem algab lapse ravi, milleks kool kasutab kuut võimalust, seda edukamad on tulemused. SÜRGAVERE KOOLI kunagised õpilased, õpetajad ja teie kõik, kes olete oma elu sidunud Sürgaverega. Ootame teid laupäeval, 8. juunil s.a. kell 12 SÜRGAVERE PÄEVALE, et tähistada kooli 70. aastapäeva. Osavõtust teata tööpäevadel tel. 75-340, 75-448 Õhtuti tel. 75-307, 75-325 Osavõtumaks 10. rbl. tasuda 1. juuniks k.a. 202904 Viljandimaa Sürgavere kool. """"MAINOR-KARATE"""" korraldab diÜSL j neljapäevase turvateenistusalase r seminari. jKA (Enesekaitse, ]/\ A seltskondlik etikett, V / \ / parameditsiin jm.) \y Registreerimine 8. mail kell IS 00 -^ 00 Büroos """"Mainor"""" Kuhlbarsi 1 PÕLLUMASIN 91 A/s SDM jaTTK """"Eesli Maaviljelus"""" EKB korraldavad 19.-21. I juulil 1991 Sakus kaasaegse põlli.majandusiehnika tutvustamise I näituse. &gt; Ootame osalema kõiki, kel midagi pakkuda põllumeestele. NB! Näitusel toimuv oksjon on heaks võimaluseks saada teada I oma toodete tegelik väärtus. Pakume kooperatiividele ja eratootjatele võimaluse kaubelda oma toodanguga. Samuti on oodatud ka toitlustusettevõtted. INFO: 203400 Harju maakond, Saku, Teaduse 13 tel. 72 17 98,72 19 56 A/s SDM tel. 44 18 91 A/s SDM pakub hea võimaluse säästa oma aega ja jõudu, tellides meilt oma suvila või aiamaja ja krundi aastaringse hoolduse ning pisiremondi. PAKUME järgmisi teenuseid: * aedade ja haljasalade korrashoid * puude, põõsaste, lillede istutamine * kastmine * akende pesemine I * puude saagimine I * mitmesugused värvimistööd I' * basseinide puhastamine INFO teL: 32 04 17, 53 42 61 k. 17-22.</p>
paevaleht19910505.2.29.2	<p>Teatab keskkoolilõpetajate vastuvõtu st 1991792. õppeaastaks järgmistele erialadele: Laevajuhtimtne . ~.T õppeaeg 2a.11 kuud Laeva energeetikaseadmele ekspluatatsioon """" 2a.10 kuud Kalalaevastiku laevade elektsiseadmete ja automaatika eskpluatatsioon ’’ 2a.10 kuud Kalatöötlemisettevõtete ja laevade tehnoloogiliste seadmete ekspluatatsioon ja remont ’’ 2a. 9 kuud Laeva külmutusseadmete ekspluatatsioon """" 2a.10 kuud Tööndusliku kalapüügitehnika ekspluatatsioon ja väikelaeva mehaanik ’’ 2a.10 kuud Merelaeva remont """" 2a. 9 kuud Laeva raadioside ja elektroraadionavigatsiooniseadmete ekspluatatsioon """" 2a.10 kuud Kalasaaduste tehnoloogia ” 2a.10 kuud Kalakasvatus ’’ la.lo kuud Keskkonnakaitse ja loodusressursside ratsionaalne kasutus ’’ 2a.10 kuud Üliõpilaste vastuvõtt toimub ettevõtete ja organisatsioonide suunamisel. Õppetöö toimub nii eesti kui vene keeles. Kolledži lõpetajad võivad kõrgema hariduse saamiseks jätkata õpinguid Balti Mereakadeemias või teistes kõrgkoolides. Kolledžisse vastuvõetutel on samad õigused, mis kõrgkoolide üliõpilastel. Dokumentide vastuvõtt toimub 1. juulini aadressil* Sisseastumiseksamid toimuvad 200106, Tallinn, Endla tn. 4, Vastuvõtukomisjon. 10. juulist kuni 31. juulini järgmistest õppeainetest: Koos sisseastumisavaldusega tuleb esitada: matemaatika /kirjalik/ - kõik tehnilise suuna erialad - keskharidust tõendav dokument keemia /suuline/ - tehnoloogia, - vormikohane arstitõend kalakasvatuse ja keskkonnakaitse erialad ’ 6 fotot/4x5 cm/ . . ppeti uppi /pttpnth ic/ - ettevõtte või organisatsiooni suunamine. wÄXrlaXi Pass esitatakse vastuvõtukomisjonile isiklikult. võõrkeel /vestlus/ |nfo te | efonide |. 44 2 2 80, 44 25 35</p>
paevaleht19910505.2.29.3	<p>Trükikoda võtab tööle: * brošeerijaid * laadijaid * ajalehemasinast toodangu vastuvõtjaid (päevane ja öine vahetus) * baari nõudepesijaid (tel. 68 14 41) **♦ Info tel. 68 11 10.</p>
paevaleht19910505.2.30	<p>""""Kalev"""" - """"Spartak"""" 93:82</p><p>Eile oli Leningradis N. Liidu lahtiste meistrivõistluste superfinaali esimene matš kohaliku """"Spartaki"""" ja Tallinna """"Kalevi"""" vahel. Vahcldu va eduga alanud mängu 10. minutil juhtis """"Spartak"""" 19:18. Siis tegi aga """"Kalev"""" tõhusa vahespurdi ja võitis poolaja kindlalt 51:35. 'Kalev"""" ületas """"Spartakit"""" nii kiiruses, kaitsetöös kui ka lauavõitluses. Tcisc poolaja algus polnud """"Kalevil"""" kõige õnnestunum, """"Spartak"""" mängis nüüd ka kaitses paremini. Vahe vähenes 51:40, 57:48. 59:56,61:60. Mängida jäi veel 11 minutit. Neli viga oli juba mitmel kalcvlascl. Edasi jäikus võitluslik punkt-punkti mäng. Kolm minutit enne lõppu juhtis """"Spartak"""" 82:81. Siis tegi """"Kalev"""" mitu tähtsat palli vaheltlõiget (suured teened olid Pehkal) ja pääses viimaseks minutiks ette 86:82. Lõpuks tuli tähtis võit tulemusega 93:82. Homme on korausmäng Tallinnas.</p>
paevaleht19910505.2.31	<p>Lauatennise MM-võistluste esimene individuaalne kuld Hiinale</p><p>Lauatennise MM-võistlustel lõppes individuaaltumiiril esimesena segapaarismäng. Wang Tao-Liu Wei võitsid finaalis Xie ChaojieChcn Zihc (kõik Hiina) 3:0 (21:14,21:19,21:14). Naisüksikmängus on selgunud poolfinalistid. Kõik nelja parema hulka jõudnud on Aasiast QiaoHong, Dcng Yaping (mõl. Hiina), Li Bun-hui (Korea) ja Chan Tan-lui (Hongkong). Meeste paarismängus oli veerandfinaalis üllatuseks tiitlikaitsjate Jörg Rqsskopfi-Stcfan Fctzncri (Saksamaa) 1:3 kaotus vendadele Andrei ja Dmitri Mazunovilc (N. Liit). Ülejäänud poolfinaalpaarid on Peter Karlsson-Thomas von Schecle, Jörgcn Pcrsson-Erik Lindh (kõik Rootsi) ja Wang Tao-Lu Lin (Hiina),</p>
paevaleht19910505.2.32	<p>Juhib Nigel Short</p><p>Amsterdamis Max Euwc mälestusturniiril males viigistasid teises voorus Anatoli Karpov-Viktor Kortšnoi. Garri Kasparov-Mihhail Gurcvitš ja Nigel Short-John van der Wicl, Jan Timman võitis Johan Hjartarsoni. Pooleli jäi partii Valeri Salov-Ljubomir Liubojcvic. Ainuliidriks on 1,5 punktiga Short, kuuel mehel on 1 punkt, neist Salovil vaid ühest partiist.</p>
paevaleht19910505.2.33	<p>Magnus Gustafsson võitis Ivan Lendli</p><p>Müncheni tenniseturniiri poolfinaalis üllatas Magnus Gustafsson (Rootsi) 6:4.7:5 võiduga Ivan Lcndli (TSLV) üle. Teises poolfinaalis võitis Guillcrmo Pcrcz-Roldan (Argentiina) Christian Bergströmi (Rootsi) 6:0,6:0. * Naiste turniiril Hamburgis on finaalis ettearvatult Monica Selcš (Juuoslaavia)-Stcffi Graf (Saksamaa). SclcS võitis Arantxa Sanchc--7,c (Hispaania) 6:2,6:4 ja Graf Judith Wiesneri (Austria) 6:0,6:1. Madriidi turniiri poolfinaalid: Jordl Arrese (Hispaania)-Karcl Novaeek (TSLV) 6:4,6:3, Marcclo Filippini (Uruguai)-Javicr Sanchcz (Hispaania) 7:5,6:1. *** Davisc karikavõistluste veerandfinaalis võitis Prantsusmaa paar Guy Forget-Henri Leeonte Todd Woodbridgc'l Mark Kratzmanni (Austraalia) 6:7,7:5,5:7,7:6,6:4. Prantsusmaa juhib 2:1. Kvalilikatsioonimängudcslöparcmahulka pääsemisekson Šveits püüdmatult 3:0 juhtimas N. Liidu vastu. Üksikmängudes võitis Mare Rosset Andrei Tšesnokovi 7:6, 5:7, 3:6,6:4,11:5Tja Jakob Hlasck Andrei Tšerkassovi 7:5,7:5,6:3.</p>
paevaleht19910505.2.34	<p>Lühidalt</p><p>• Olav Karikošc mälestusjooksu (8 km) TTÜ spordihoone lähedal Mustamäel võitis 24.29,9-ga Peeter Pihelgas. Toomas Tarm kaotas 26,2 ja Margus Kokk 56,9 sekundiga. • Balti meistrivõistlustel lauatennises võitis Eesti I meeskond finaalis Leedu 7:4 (3. Eesti II) ja Leedu naiskond Eesti 17:0 (3. Läti), • Rahvusvahelistel acrutamisvöistlustel Pirita jõel tõi Eestile esikoha Ivo Truus noorte ühckanuul. Meeste ühekanuul oli Tiit Tikerpc Normuntis Dachula (Leedu) järel teine. • Rahvusvahelistel võistlustel jahilaskmises Tallinnas võitis kaarrajal Vladimir Sokolov (Leningrad) 221 tabamusega meie Alar Lehtsaare (220) ees. Kacvikraial võitis Ruslan Jambuiatov (Usbekistan) 210 tabamusega. Urmas Saaliste oli sama tulemusega teine. • Stanley Cupi Walesi konferentsi finaalis võitis Bostoni """"Bruins"""" lisaajal 5:4 Pittsburghi """"Penguinsi"""" ja juhib 2:0. • Sulgpalli MM-võistlustel Kopenhaagenis võitis Indoneesia Hiina 3:2 ja Löuna-Korca Taani 4:1. Poolfinaalis on vastamisi HiinaTaani ja Löuna-Korca—lndoneesia. • Ajakirjandusmajas algas """"Rahva Hääle"""" korraldatud Vladimir Roždcstvcnski mälestusturniir kiirmalcs. Esimese 4 vooru järel juhivad täiseduga Riia suurmeister Aleksei Širov ning Eesli maletajad Arvo Roiman ja Mihhail RõtSagov.</p>
paevaleht19910505.2.35	<p>Jäähoki maailmameister on Rootsi</p><p>Jäähoki MM-võistlustel Soomes oli eile viimane päev. Medalisarjas oli enne viimaseid mänge (Kanada-USA, N. Liit-Rootsi) Rootsil ja N. Liidul 3, Kanadal 2 ja USA-10 punkti. Kanada-USA 9:4 (2:1, 4:2, 3:1). Väravad: McEachern 0:1, R. Courtnall 1:1, Thomas 2:1, Larmcr 3:1, Wolanin 3:2, Krygier 3:3, Yawney 4:3, Fleury 5:3, Saklc 6:3, McEachern 6:4, Thomas 7:4, Larmcr 8:4, Macoun 9:4. Et säilitada veel lootusi MM-tiit-lile, pidi Kanada selle mängu võitma 5-väravalise vahega ning lootma siis, et N. Liitja Rootsi mängivad viiki. USA võimalik maksimum oli võidu korral pronksmedal. Üsnagi võrdses ja lahtises mänjjus kulgenud avakolmandikul Õudsid esimesena sihile ameeriklased (aega kulus 2.36). Kuid vähe aega said nad eduseisust rõõmu tunda. Kanada tegi kohe lahtiviskest terava rünnaku ja 13 sekundiga seadis sellel MM-il alles teist korda mänginud Russ Courtnall jalule viigi. Seejärel ründasid teravamalt ameeriklased, kuid nad ei suutnud üle mängida vv. Sean Burke’i. Viimane on üks turniiri paremaid väravavahte, seetõttu ei saanudki Calgaryst kutsutud Mike Vcmon otsustavates kohtumistes väljakule. Ameeriklaste halvast mängust arvulises vähemuses oleme Juba rääkinud, nüüd jäid nad esimest korda neljakesi 11. minutil ja kohe karistas Tnomas seda väravaga. Kolmandiku lõpp kulges juba """"vahlralchtcde"""" ülekaalu tähe all, kuid seis ei muutunud. Oma mängulise ülekaalu realiseeris Kanada n.ö. tagantjärele teise kolmandiku 2. minutil tegi Larmcr 3:1. Kanadal tekkis juba lootus suurcskooriliseks võiduks, kuid peagi jahutas nende hoogu Wolaninl värav, kolmandiku keskel aga Krygier koguni viigistas.</p><p>Nüüd tõusid omakorda USA pronksilootused, kuid jällegi ainult väheseks ajaks. Rünnakul hästi mängivate ameeriklaste kaitsetöö jättis soovida ning kolme minuti jooksul lendas kolm litrit Vanbiesbroucki väravasse. Eriliselt oli värava ära teeninud Fleury, kes tegi väljakul tõesti palju tööd ja varustas tihti kaaslasi ilusate söötudega. Otsustaval kolmandikul tundus juba, et Kanada jõud on raugemas. USA oli aktiivsem pool, ehkki oli selge, et pronksmedaliteni nad enam ci jõua. McEachern vähendaski vahet, kuid kolmandat korda selle kohtumise jooksul vastas Kanada üsna kiirelt omapoolse tabamusega. Ilmselt lõppenukski mäng 7:4, kuid millegipärast vahetasid ameeriklased pool minutit enne lõppu väravavahi kuuenda väljakumängijaga ja lasid Larmeril visata tühja väravasse 8:4. Jäi veel 15 sekundit, nüüd lahkus omakorda Burke väravast ja viimasel sekundil (I) tegi Macoun väravaesiselt 9:4. Täiesti ootamatu lõpplahendus jättis Kanadalc veel võimalusi MMtiitli võitmiseks. Rootsl-N. Liit 2:1 (1:1, 0:0, 1:0). Väravad: Bcrgkvlst 1:0, Samak 1:1, Sundln 2:1. Otsustav mäng algas seega ebaharilikult seisult maailmameistriks võisid tulla mõlemad, viigi korral aga hoopis Kanada. Rootsi sai avakolmandikul ootamatult kergelt juhtima. N. Liidu vv. Trcfilov ci suutnud tõrjuda Bcrgkvisti kaugvise!. Pärast seda mängisid rootslased kaitses ettevaatlikult, kuid mõnevõrra passiivselt. N. Liit ci saanud siiski enne viigiväravat, kui karistuspingi le istus Gustafsson. Arvulise ülekaalu realiseerisid tiitlikaitsjad 24 sekundiga (mängitud oli siis veidi üle 10 minuti). Selline seis rahuldas ilmscltköi||ccnam Kanadat. Raske oli siiski uskuda, et seis 1:1 peab vastu poole esimesest ja ka terve teise kolmandiku. Teisel kol-</p><p>mandikul oli aktiivsem pool selgelt Rootsi. Rootslased viskasid palju reale, prooviti vähekogenudTrefiovit üllatada kaugvisetega. Trcfiovil õnnestus siiski kõik visked tõrjuda, mitmel korral tekkis aga ohtlik olukord N. Liidu värava all lärast nende tõrjumist. Oma lansid , ühtima minna ei puudunud ka N. Jidul, kuid ikkagi olid tiitlikaitsja rünnakud teisel kolmandikul üllatavalt hambutud. Viimase kolmandiku algul näis, et N. Liidu närvilisus on nüüd Ülo kandunud Rootsile. Nad tegid väljakul palju elementaarseid vigu. Tõsi küll, ega N. Liidu mäng ka palju parem välja c'i näinud. Siiski olid viimase kolmandiku algul ohtlikumad momendid Riddervalli värava all. Oli tõenäoline, et kes nüüd värava viskab, on ka mängu ja MMtiitli võitnud. Ja see Õnnestus Rootsil. Kohtumise 50. minutil mängis Mats Sundin ennast hästi kaitsjale vahelt läbi ja viskas Trcfilovi jalge vahelt 2:1. Sundin tabas sellega kaks kärbest ühe hoobiga—ta tõusis ka resultatiivsemate mängijate pingereas lippu* Nüüd oli N. Liit üsna endast väljas. Alles Samuelssoni eemaldamine 3.16 enne lõppu andis N. Liidule šansi, kuid hiilgavalt mängis nüüd Riddcrvall. Rootsi oli tulnud maailmameistriks, tiitlikaitsja N. Liit pidi leppima pronksiga. Finaalturniiri lõplik tabel (võidud, viigid, kaotused, väravate vahe, punktid): 1. Rootsi 2 1 0 13:8 5 2. Kanadal 2 015:10 4 3. N. Liii 1 1 1 10:9 3 4. USA 0 0 3 12:23 0 Resultatiivseimaks mängijaks tõusis Sundin 12 (7+5) punktiga, ka soomlasel Järi Kurnil oli 12 (6+6) punkti. 11 punkti kogusid Valeri Kamcnski (N. Liit), Tccmu Selänne, Mika Nicminen (mõl. Soome), Joe Sakic (Kanada), Jeremy Roenick (USA) ja Pavel Bure (N. Liit).</p><p>* Kolm värsket maailmameistrit (vasakult) HAKAN LOOB, THOMAS RUNDKVIST ja BENGT-AKE GUSTAFSSON</p><p>• Tõrjel on ROLF RIDDERVALL LEMBIT PEEGLI foto</p>
paevaleht19910505.2.36	
paevaleht19910505.2.36.1	<p>KONTSERT TEATER TELEVISIOON KONTSERT TEATER TELEVISIOON</p><p>10 lindude probleeme paljastab Lembit EESTI NOORSOOTEATER Kontsert S &lt;rtl ‘ 11 ero-m-. «** ”» """"ESTONIA"""" pilapiltide näitusmüük erootilise (Tamsalukultuurimajas) KONTSERDISAAL klrjEnduiktt ’ 71 mail k ' ? 9 """" TflCVa kln « ltus """" (väi ' 10. mail k. 19.30 Abonement nr. 2. Ühistcllimuste vastuvõtmine 6. mail v CS Sn S »M| S \ «ii dx«ir«"""" ERSO, Eesti Poistekoor. Dirigent k . 10-st Tallinnast tel. 60 16 55 ja k ‘ lüdruk 0,1 R6 S lne Arvo Volmcr. Kavas Stravinski mujalt tel. 60 13 44, väljaostmine 8. UfU Km ’ s; """"Dumbcrton Oaks"""" ja """"Psalmide mail. Piletid müügil alates 9. maist. EESTI RIIKLIK sümfoonia"""", Šostakovitši 10. süm- Teated tel. 60 18 88. NUKUTEATER foonia. • * NiriiiTCTir 5. mail k. 12 """"Välke Mukk"""" &lt; ..u 11 on -V 14. ja 15. mailk. 11 esietendus 5. mail k. 11.30 muuseumi muusika- Itd 111 """"Printsess Ja kaja"""". tund. Esinevad Jorma Falck (bariton, Soome) ja Rolf Uusväli (orel). RAT """"VANEMUINE"""" Kavas Krohn, Mcndelssohn, Pylkki- ESTONIA nen, Mcriktinio,Stradclla. 5 mailk 12 muusikal """"Plpl Pikk- Eesti Draamateatris 8 mail kl 9 Mogcns Mclbye (Taa- sukk .., 13 maU k 19 Ronald Duncan ni) oreliõhtu. Kaastegev Margit k. 19 reserveeritud etendus """"Proov"""" (näidend kahes vaatuses) Lykkc Chrlstcnscn (metsosopran), g ma ji k l 9 00 p er """"Võluflööt"""" Pääsmed müügil Eesti Draamateatri Kavas Bach, Händel Walthcr, Mo- 9. mail k . 19 ballett """"Luikede Järv"""" kaJgns alatcs £ maist kella 17-18. zart, Thybo, Gadc, Matthison-Han- (Odettc-OttiliePatrlclaßenzcttl Kollektiiv tellimine telefonil 44 33 scn - USA). 78. 7. """"VANALINNASTUUDIO"""" viiuliõhtu. Klaveril Galina Šlrins- 5. mail k. 19 esietendus """"01, Lssl, kuju. vaene Issi..."""" (keskuses """"Sakala"""") Restoran """"KEVAD"""" ma &gt;' kt """"Ameerika Kristus"""" 6. mail k. 19.30 sarjast """"Downtown ( kcsk “ ses """" Bakala """") „ Jazz"""" kitarri fantaasia. Esineb Kalle 7 -J» 8 ' , mai k ' 19 M v än S k^ ls """" Laar Münchenist. Haapsalus, Läänemaa Kultuurikes- • 9. mail k. 19 esietendus """"01, Issi, vaene Issi..."""" (keskuses """"Sakala"""") EESTI DRAAMATEATER TALLINNA LINNAHALL 5. mailk. 12 """"Lobasuuja pingviin"""" KONTSERDISAAL k. 19.30 """"Klaver murul"""" (""""Vanc19. mail k. 19.30 """"ARMASTUSE muisc"""" kontserdisaalis) (S)EXPRESS"""" 7. mail k. 19 """"Kaks ringi ümber ehk pargi"""", k. 19 """" Kiilaspäine lauljan""""KUHU NÜÜD —EESTI EROO- na"""" (väikeses saalis) TIKA?!"""". Osalcvad:crootlkatrupp""""EßOS"""", 8. mail k. 19 """"Plparkoogllccdl"""" """"Kuldne Trio"""", Ada Lundvcr, SH- 9. mail k. 19 """"VäUakälk"""" (väikeses rl Känd, Klrlll Teiter, Ants Väin, saalis)</p>
paevaleht19910505.2.37	
